ID   INV_DATE      AMOUNT   ACCT_NO
39000   10/04/2010   148964   CODDA18
39001   05/28/2010   195272   CODDA14
39002   12/12/2009   248397   CODDA19
39003   01/20/2010   264224   CODDA15
39004   08/06/2010   109645   CODDA12
39005   06/09/2010   223637   CODDA13
39006   06/16/2010   130938   CODDA16
39007   08/09/2010   180405   CODDA15
39008   01/16/2010   182868   CODDA19
39009   06/29/2009   192244   CODDA18
39010   06/22/2010   100904   CODDA19
39011   09/26/2010   168471   CODDA12
39012   04/16/2010   196856   CODDA18
39013   06/15/2011   231856   CODDA16
39014   11/22/2010   171158   CODDA15
39015   07/02/2010   245822   CODDA19
39016   01/12/2011   212024   CODDA20
39017   02/03/2011   102609   CODDA20
39018   06/20/2010   143863   CODDA12
39019   06/30/2009   209856   CODDA19
39020   03/26/2010   264449   CODDA16
39021   05/10/2011   164341   CODDA20
39022   04/29/2010   142493   CODDA19
39023   12/22/2010   139704   CODDA11
39024   08/15/2009   175338   CODDA14
39025   11/16/2009   122568   CODDA17
39026   09/18/2009   267257   CODDA14
39027   07/25/2009   179546   CODDA14
39028   01/13/2011   192411   CODDA16
39029   01/19/2010   208804   CODDA17
39030   07/18/2009   175373   CODDA17
39031   05/25/2011   135597   CODDA15
39032   03/03/2010   289853   CODDA12
39033   03/14/2010   202206   CODDA18
39034   10/02/2009   208077   CODDA13
39035   04/02/2011   286893   CODDA19
39036   05/21/2010   136745   CODDA19
39037   05/26/2011   224060   CODDA19
39038   06/06/2010   169461   CODDA16
39039   07/08/2011   170813   CODDA13
39040   10/06/2009   163099   CODDA19
39041   02/24/2010   270002   CODDA15
39042   08/20/2010   110325   CODDA15
39043   03/29/2010   106418   CODDA12
39044   01/01/2010   185830   CODDA20
39045   10/11/2009   139923   CODDA15
39046   03/02/2011   212421   CODDA12
39047   11/20/2010   291847   CODDA16
39048   05/24/2011   299796   CODDA12
39049   07/14/2009   177885   CODDA12
39050   10/14/2010   104265   CODDA12
39051   01/20/2011   226572   CODDA18
39052   01/17/2010   158691   CODDA14
39053   11/10/2010   140455   CODDA11
39054   08/23/2010   235831   CODDA12
39055   02/27/2011   125943   CODDA18
39056   09/03/2010   195621   CODDA16
39057   10/20/2009   187071   CODDA13
39058   05/16/2011   174967   CODDA17
39059   11/12/2009   261835   CODDA15
39060   09/29/2010   226218   CODDA17
39061   11/21/2010   165550   CODDA20
39062   10/11/2010   148207   CODDA18
39063   02/04/2010   183665   CODDA19
39064   05/07/2010   272383   CODDA15
39065   11/03/2010   142008   CODDA12
39066   06/11/2010   129842   CODDA15
39067   05/19/2011   227747   CODDA16
39068   09/13/2009   293148   CODDA14
39069   03/15/2011   231963   CODDA17
39070   11/05/2009   197879   CODDA12
39071   01/04/2010   194170   CODDA13
39072   05/19/2010   206442   CODDA18
39073   06/02/2011   129563   CODDA12
39074   09/04/2010   210728   CODDA19
39075   08/19/2010   152026   CODDA12
39076   11/09/2010   114534   CODDA18
39077   11/24/2009   167555   CODDA15
39078   12/07/2010   176032   CODDA11
39079   08/24/2009   193068   CODDA13
39080   01/26/2011   171239   CODDA20
39081   10/23/2009   123906   CODDA18
39082   02/10/2011   160451   CODDA18
39083   06/25/2011   232320   CODDA12
39084   12/11/2009   169489   CODDA16
39085   08/02/2009   113320   CODDA16
39086   04/09/2010   206145   CODDA15
39087   07/10/2009   265296   CODDA16
39088   05/19/2011   213002   CODDA14
39089   03/22/2011   151108   CODDA19
39090   02/03/2011   207317   CODDA16
39091   11/23/2010   221537   CODDA16
39092   10/01/2009   298916   CODDA14
39093   08/12/2009   135358   CODDA16
39094   03/23/2010   288028   CODDA14
39095   12/12/2009   276398   CODDA18
39096   02/21/2010   273520   CODDA14
39097   01/06/2011   106055   CODDA15
39098   03/05/2010   293978   CODDA12
39099   10/29/2009   271389   CODDA14
39100   01/05/2010   236829   CODDA14
39101   08/06/2010   143412   CODDA13
39102   09/24/2009   241559   CODDA20
39103   08/16/2009   280219   CODDA20
39104   03/26/2011   104925   CODDA12
39105   07/05/2010   167633   CODDA17
39106   09/03/2010   225009   CODDA14
39107   11/13/2009   177361   CODDA16
39108   12/29/2010   228728   CODDA18
39109   03/26/2011   292500   CODDA13
39110   10/06/2009   218337   CODDA11
39111   03/28/2011   145844   CODDA14
39112   03/14/2010   156811   CODDA12
39113   10/08/2009   273756   CODDA14
39114   12/17/2009   226340   CODDA14
39115   02/17/2011   169608   CODDA15
39116   11/16/2009   285691   CODDA13
39117   08/09/2010   268802   CODDA15
39118   04/18/2011   270062   CODDA14
39119   08/11/2009   234257   CODDA17
39120   11/08/2010   199487   CODDA14
39121   05/17/2011   133404   CODDA15
39122   05/21/2010   173364   CODDA12
39123   10/18/2009   292091   CODDA20
39124   06/19/2010   125358   CODDA19
39125   05/06/2011   202566   CODDA14
39126   11/23/2010   104163   CODDA11
39127   11/20/2009   289588   CODDA13
39128   03/17/2011   198017   CODDA19
39129   09/27/2010   104041   CODDA12
39130   04/24/2010   245062   CODDA19
39131   01/05/2011   257550   CODDA16
39132   02/15/2011   106417   CODDA13
39133   03/15/2011   235714   CODDA16
39134   02/24/2010   281393   CODDA13
39135   08/03/2009   229510   CODDA18
39136   09/09/2009   179098   CODDA16
39137   10/27/2010   205733   CODDA16
39138   06/13/2010   141695   CODDA12
39139   03/02/2010   284073   CODDA16
39140   11/23/2009   121351   CODDA19
39141   07/09/2011   133034   CODDA15
39142   02/09/2010   213322   CODDA15
39143   09/28/2010   177070   CODDA13
39144   09/19/2009   223591   CODDA14
39145   12/04/2009   163386   CODDA13
39146   04/17/2011   165704   CODDA14
39147   11/26/2010   274391   CODDA13
39148   11/08/2010   134570   CODDA16
39149   09/01/2009   166175   CODDA16
39150   05/29/2011   184773   CODDA14
39151   12/28/2009   130873   CODDA13
39152   06/19/2011   262916   CODDA16
39153   01/31/2010   272168   CODDA18
39154   01/21/2010   280488   CODDA13
39155   08/13/2009   275986   CODDA12
39156   04/22/2011   235232   CODDA11
39157   08/07/2010   267195   CODDA19
39158   03/02/2010   155987   CODDA16
39159   12/23/2009   139754   CODDA18
39160   08/03/2009   211873   CODDA17
39161   12/12/2009   149291   CODDA18
39162   02/16/2010   245388   CODDA13
39163   12/24/2009   145750   CODDA15
39164   09/02/2010   120680   CODDA14
39165   04/23/2010   162241   CODDA17
39166   12/06/2010   274212   CODDA18
39167   01/20/2011   233827   CODDA15
39168   11/30/2010   239478   CODDA17
39169   04/08/2010   226504   CODDA15
39170   03/19/2010   132071   CODDA16
39171   04/08/2011   175188   CODDA14
39172   07/25/2010   106694   CODDA12
39173   11/07/2009   271870   CODDA12
39174   03/05/2011   178577   CODDA18
39175   12/05/2010   287897   CODDA14
39176   09/14/2010   103249   CODDA18
39177   07/28/2010   231252   CODDA19
39178   09/24/2010   128815   CODDA11
39179   02/03/2011   113798   CODDA15
39180   05/08/2010   266039   CODDA13
39181   07/05/2010   222603   CODDA13
39182   10/27/2010   218363   CODDA16
39183   07/04/2009   142447   CODDA18
39184   09/04/2009   174492   CODDA16
39185   04/17/2010   157509   CODDA16
39186   06/15/2010   150876   CODDA15
39187   11/27/2010   107466   CODDA14
39188   01/20/2010   282052   CODDA18
39189   01/24/2010   197330   CODDA19
39190   04/09/2010   163647   CODDA15
39191   09/16/2009   187113   CODDA13
39192   01/12/2010   148657   CODDA12
39193   08/11/2010   143719   CODDA17
39194   07/15/2011   119173   CODDA19
39195   04/24/2011   132972   CODDA19
39196   01/11/2010   129571   CODDA17
39197   04/20/2010   231363   CODDA17
39198   05/16/2010   104010   CODDA14
39199   11/13/2010   191101   CODDA11
39200   04/05/2010   225964   CODDA15
39201   03/31/2011   175009   CODDA16
39202   11/10/2010   105061   CODDA19
39203   09/24/2009   113545   CODDA14
39204   12/24/2009   125806   CODDA14
39205   08/17/2009   252997   CODDA16
39206   07/23/2010   192916   CODDA16
39207   12/29/2009   244457   CODDA17
39208   08/03/2010   208055   CODDA15
39209   10/21/2009   258524   CODDA16
39210   07/03/2010   204443   CODDA13
39211   07/01/2010   188099   CODDA19
39212   06/06/2010   150133   CODDA14
39213   02/08/2010   265405   CODDA12
39214   09/18/2010   217115   CODDA14
39215   02/03/2011   152821   CODDA15
39216   06/13/2011   261625   CODDA16
39217   07/23/2010   277303   CODDA13
39218   04/28/2010   204362   CODDA13
39219   03/08/2011   178640   CODDA15
39220   03/23/2011   225794   CODDA12
39221   08/23/2010   269296   CODDA17
39222   05/05/2010   147047   CODDA14
39223   07/14/2011   138078   CODDA20
39224   02/28/2011   201167   CODDA16
39225   06/21/2011   261813   CODDA12
39226   02/09/2011   126702   CODDA19
39227   06/18/2010   271860   CODDA13
39228   10/23/2009   105725   CODDA18
39229   05/05/2010   241436   CODDA15
39230   07/25/2010   242039   CODDA13
39231   07/05/2010   104375   CODDA18
39232   01/11/2010   234034   CODDA14
39233   09/06/2009   117436   CODDA14
39234   04/06/2011   239677   CODDA16
39235   05/30/2011   218524   CODDA16
39236   06/04/2011   129950   CODDA15
39237   05/28/2011   109537   CODDA20
39238   06/03/2011   245992   CODDA16
39239   06/25/2010   110987   CODDA18
39240   12/30/2009   135291   CODDA14
39241   10/04/2009   207923   CODDA18
39242   05/07/2011   173449   CODDA12
39243   06/14/2010   237034   CODDA16
39244   04/07/2010   222941   CODDA14
39245   06/26/2010   292667   CODDA14
39246   07/04/2009   299152   CODDA19
39247   06/29/2010   240276   CODDA17
39248   08/30/2009   204685   CODDA17
39249   12/07/2010   290878   CODDA13
39250   03/01/2010   150771   CODDA18
39251   06/02/2011   238590   CODDA12
39252   01/21/2010   195540   CODDA12
39253   04/26/2011   162476   CODDA14
39254   12/04/2010   110025   CODDA19
39255   03/16/2011   225463   CODDA13
39256   06/18/2011   174365   CODDA19
39257   11/19/2010   171592   CODDA18
39258   11/01/2009   106901   CODDA12
39259   04/07/2011   230363   CODDA16
39260   12/06/2009   279962   CODDA20
39261   12/09/2009   275329   CODDA13
39262   11/01/2009   288097   CODDA20
39263   06/10/2011   228476   CODDA14
39264   08/27/2009   248442   CODDA13
39265   08/21/2009   244743   CODDA14
39266   10/30/2009   255679   CODDA14
39267   05/21/2011   156588   CODDA14
39268   11/26/2009   109992   CODDA19
39269   06/18/2010   208859   CODDA19
39270   03/04/2011   200077   CODDA15
39271   05/10/2011   274415   CODDA13
39272   02/02/2010   198091   CODDA19
39273   04/01/2010   130508   CODDA15
39274   10/23/2010   287645   CODDA12
39275   11/04/2009   144197   CODDA16
39276   12/10/2010   187516   CODDA14
39277   03/01/2010   287431   CODDA14
39278   11/28/2010   175865   CODDA19
39279   08/30/2009   143106   CODDA18
39280   03/23/2010   134263   CODDA20
39281   01/19/2011   198961   CODDA18
39282   09/29/2009   198124   CODDA17
39283   12/12/2010   280185   CODDA20
39284   02/23/2010   273831   CODDA12
39285   12/01/2010   159194   CODDA15
39286   02/13/2010   124201   CODDA13
39287   10/09/2009   197859   CODDA15
39288   01/23/2010   162952   CODDA12
39289   11/04/2009   154697   CODDA16
39290   07/06/2009   251979   CODDA13
39291   02/07/2011   172810   CODDA12
39292   03/18/2010   149719   CODDA16
39293   02/20/2011   291358   CODDA14
39294   02/25/2010   198119   CODDA14
39295   10/13/2009   248172   CODDA11
39296   08/30/2009   174498   CODDA14
39297   01/15/2011   112553   CODDA11
39298   01/16/2010   277785   CODDA16
39299   07/04/2011   243614   CODDA17
39300   02/02/2011   292292   CODDA14
39301   01/26/2010   161105   CODDA11
39302   07/24/2010   140594   CODDA15
39303   10/18/2009   171980   CODDA19
39304   12/10/2009   289234   CODDA15
39305   10/17/2009   234276   CODDA15
39306   03/13/2010   203110   CODDA17
39307   01/17/2011   124795   CODDA16
39308   05/14/2010   134682   CODDA11
39309   12/28/2009   202587   CODDA11
39310   02/06/2011   172410   CODDA12
39311   08/06/2009   211604   CODDA12
39312   04/07/2010   271464   CODDA18
39313   09/22/2009   242145   CODDA12
39314   10/11/2010   104774   CODDA18
39315   07/05/2009   282161   CODDA18
39316   12/07/2010   132464   CODDA13
39317   10/28/2009   114270   CODDA19
39318   03/14/2010   219054   CODDA18
39319   04/01/2010   272969   CODDA12
39320   04/11/2010   112581   CODDA12
39321   11/24/2010   212342   CODDA13
39322   10/29/2010   249509   CODDA16
39323   08/26/2009   160902   CODDA17
39324   01/29/2010   229619   CODDA18
39325   11/10/2010   122975   CODDA20
39326   07/09/2010   237983   CODDA16
39327   03/23/2011   189536   CODDA12
39328   12/30/2009   224802   CODDA13
39329   05/07/2011   276578   CODDA19
39330   08/07/2009   224830   CODDA20
39331   10/25/2009   250221   CODDA20
39332   09/14/2010   269142   CODDA13
39333   05/31/2011   249655   CODDA14
39334   07/16/2010   290815   CODDA12
39335   03/22/2010   259004   CODDA19
39336   12/08/2009   149695   CODDA17
39337   12/28/2009   104280   CODDA15
39338   03/11/2010   292871   CODDA15
39339   10/30/2010   222575   CODDA19
39340   03/20/2010   236297   CODDA11
39341   06/05/2010   173036   CODDA14
39342   12/30/2010   132953   CODDA17
39343   02/27/2011   209655   CODDA18
39344   05/12/2011   232099   CODDA13
39345   06/22/2011   266931   CODDA12
39346   03/22/2011   106662   CODDA17
39347   05/19/2010   216757   CODDA12
39348   11/05/2010   173862   CODDA18
39349   08/31/2009   206607   CODDA14
39350   05/06/2011   214979   CODDA16
39351   02/20/2010   196638   CODDA15
39352   07/29/2009   138248   CODDA12
39353   07/12/2009   206131   CODDA18
39354   09/07/2009   147049   CODDA12
39355   01/16/2011   235967   CODDA17
39356   05/11/2010   286032   CODDA19
39357   07/01/2011   186904   CODDA13
39358   01/27/2010   172994   CODDA12
39359   02/24/2011   183640   CODDA19
39360   07/29/2009   179330   CODDA15
39361   04/16/2010   207916   CODDA16
39362   02/01/2011   142823   CODDA14
39363   01/02/2011   251417   CODDA12
39364   01/02/2010   166291   CODDA13
39365   07/15/2011   196639   CODDA11
39366   07/21/2009   290460   CODDA14
39367   02/14/2010   195456   CODDA16
39368   02/04/2010   181012   CODDA13
39369   08/27/2009   155703   CODDA19
39370   12/21/2009   257277   CODDA16
39371   04/07/2010   174446   CODDA18
39372   05/06/2011   269773   CODDA13
39373   02/06/2011   187887   CODDA15
39374   03/20/2011   135589   CODDA15
39375   10/14/2009   223433   CODDA17
39376   03/18/2010   147402   CODDA19
39377   06/23/2011   225290   CODDA16
39378   05/27/2010   292199   CODDA18
39379   03/03/2010   248956   CODDA12
39380   07/07/2011   226204   CODDA15
39381   12/24/2010   221517   CODDA16
39382   05/08/2011   244679   CODDA17
39383   03/15/2011   241551   CODDA15
39384   01/01/2010   241437   CODDA19
39385   09/04/2009   196741   CODDA18
39386   12/22/2010   221221   CODDA13
39387   11/14/2009   192844   CODDA17
39388   12/10/2009   171345   CODDA12
39389   10/04/2009   143829   CODDA14
39390   10/29/2010   286543   CODDA16
39391   03/03/2011   100980   CODDA18
39392   08/19/2009   167810   CODDA11
39393   02/24/2011   230015   CODDA16
39394   07/09/2010   168590   CODDA14
39395   03/06/2010   183120   CODDA16
39396   03/20/2011   255549   CODDA14
39397   11/14/2009   139052   CODDA11
39398   02/22/2011   228426   CODDA20
39399   02/10/2011   252419   CODDA14
39400   06/09/2010   242755   CODDA12
39401   06/28/2010   168985   CODDA14
39402   04/23/2011   201286   CODDA16
39403   08/06/2010   140829   CODDA16
39404   05/30/2011   110814   CODDA18
39405   05/11/2011   185648   CODDA19
39406   07/12/2011   266761   CODDA15
39407   12/10/2010   110032   CODDA17
39408   06/16/2011   142040   CODDA12
39409   05/21/2011   175683   CODDA12
39410   12/30/2009   171301   CODDA14
39411   01/27/2010   188531   CODDA12
39412   06/30/2011   194568   CODDA14
39413   01/22/2010   274082   CODDA13
39414   02/05/2010   188606   CODDA14
39415   01/16/2011   150644   CODDA18
39416   12/18/2010   206482   CODDA19
39417   08/27/2009   138663   CODDA12
39418   06/30/2010   155788   CODDA20
39419   10/29/2009   127989   CODDA13
39420   08/28/2010   292016   CODDA18
39421   09/08/2009   127328   CODDA13
39422   11/05/2010   185415   CODDA18
39423   08/06/2010   242004   CODDA11
39424   09/05/2010   281713   CODDA15
39425   10/01/2009   192194   CODDA13
39426   06/12/2010   235740   CODDA16
39427   10/21/2010   165395   CODDA17
39428   06/14/2010   269624   CODDA11
39429   01/31/2011   202854   CODDA11
39430   01/03/2011   289304   CODDA20
39431   03/03/2010   255728   CODDA20
39432   05/11/2011   163281   CODDA13
39433   12/15/2009   207409   CODDA15
39434   06/17/2011   128329   CODDA11
39435   01/26/2010   230346   CODDA15
39436   08/23/2009   147306   CODDA12
39437   12/26/2010   118299   CODDA14
39438   12/25/2009   219090   CODDA15
39439   03/12/2011   268159   CODDA15
39440   09/28/2009   165710   CODDA17
39441   12/08/2009   167849   CODDA17
39442   03/05/2010   285566   CODDA15
39443   11/24/2010   200490   CODDA16
39444   06/19/2011   165068   CODDA13
39445   07/01/2011   132608   CODDA11
39446   09/26/2010   217078   CODDA17
39447   09/05/2010   269946   CODDA18
39448   07/14/2010   143142   CODDA16
39449   03/30/2010   238501   CODDA17
39450   09/25/2010   155808   CODDA19
39451   03/30/2011   211131   CODDA20
39452   07/08/2010   261580   CODDA16
39453   09/18/2010   217859   CODDA18
39454   07/10/2011   295733   CODDA16
39455   05/23/2010   155122   CODDA17
39456   03/10/2011   134638   CODDA12
39457   08/16/2009   275780   CODDA15
39458   05/04/2010   147924   CODDA12
39459   02/28/2011   257992   CODDA18
39460   11/27/2009   270889   CODDA19
39461   04/28/2011   227974   CODDA14
39462   06/29/2011   261213   CODDA18
39463   09/13/2009   279164   CODDA14
39464   07/28/2010   174610   CODDA11
39465   02/11/2010   123743   CODDA19
39466   06/05/2011   257783   CODDA14
39467   09/24/2010   157145   CODDA16
39468   12/05/2010   227246   CODDA20
39469   06/20/2011   166503   CODDA15
39470   11/06/2010   254139   CODDA19
39471   03/12/2011   168559   CODDA12
39472   12/28/2010   133771   CODDA17
39473   06/29/2011   175181   CODDA17
39474   05/24/2011   100249   CODDA18
39475   09/06/2009   282780   CODDA15
39476   05/31/2010   281641   CODDA14
39477   04/13/2010   216932   CODDA19
39478   08/17/2010   147892   CODDA20
39479   10/28/2009   148794   CODDA12
39480   05/21/2011   149458   CODDA17
39481   11/26/2009   153941   CODDA16
39482   08/15/2009   234909   CODDA19
39483   02/11/2011   254796   CODDA14
39484   07/07/2009   103529   CODDA14
39485   12/22/2010   230700   CODDA13
39486   04/27/2010   242858   CODDA16
39487   09/29/2009   277975   CODDA15
39488   11/19/2010   114941   CODDA18
39489   01/06/2010   171341   CODDA15
39490   01/13/2010   197582   CODDA16
39491   09/22/2010   271749   CODDA11
39492   04/26/2010   172524   CODDA12
39493   07/02/2011   216298   CODDA19
39494   05/16/2010   130880   CODDA11
39495   09/03/2010   206209   CODDA16
39496   11/01/2009   142033   CODDA12
39497   05/15/2011   272093   CODDA17
39498   01/08/2011   243635   CODDA17
39499   06/25/2010   274191   CODDA13
39500   05/12/2011   294949   CODDA14
39501   07/06/2011   248002   CODDA13
39502   09/01/2009   118949   CODDA19
39503   04/03/2011   187404   CODDA17
39504   10/03/2009   254556   CODDA17
39505   08/29/2009   153169   CODDA18
39506   02/23/2011   284703   CODDA19
39507   02/27/2011   272339   CODDA19
39508   05/06/2010   222847   CODDA18
39509   02/13/2010   253549   CODDA15
39510   05/10/2011   242048   CODDA19
39511   09/20/2009   164592   CODDA19
39512   07/04/2009   162540   CODDA11
39513   08/16/2009   270729   CODDA11
39514   06/12/2010   159033   CODDA12
39515   05/15/2011   173065   CODDA16
39516   01/29/2011   106749   CODDA16
39517   02/05/2010   128706   CODDA19
39518   11/22/2009   103378   CODDA14
39519   08/14/2009   136065   CODDA16
39520   10/17/2009   208159   CODDA13
39521   07/23/2010   116038   CODDA13
39522   06/13/2010   112003   CODDA13
39523   11/11/2010   238253   CODDA12
39524   01/21/2011   162687   CODDA13
39525   02/20/2011   202744   CODDA18
39526   04/18/2010   118794   CODDA13
39527   06/16/2010   244808   CODDA15
39528   07/08/2011   223244   CODDA18
39529   09/08/2009   270163   CODDA20
39530   05/28/2010   233172   CODDA11
39531   12/24/2009   116065   CODDA14
39532   10/27/2010   222918   CODDA16
39533   05/30/2011   159171   CODDA14
39534   05/29/2010   171125   CODDA20
39535   06/22/2010   152371   CODDA12
39536   02/05/2011   293782   CODDA12
39537   08/26/2010   296927   CODDA18
39538   07/06/2011   257444   CODDA20
39539   03/26/2010   227739   CODDA16
39540   06/02/2010   205495   CODDA20
39541   04/05/2010   106226   CODDA16
39542   12/27/2009   242984   CODDA16
39543   12/08/2010   100821   CODDA17
39544   01/10/2010   131683   CODDA17
39545   03/16/2010   183513   CODDA13
39546   04/06/2010   177198   CODDA20
39547   04/15/2010   220967   CODDA19
39548   06/02/2011   128430   CODDA12
39549   09/15/2009   146927   CODDA14
39550   10/29/2009   279556   CODDA18
39551   11/03/2009   224381   CODDA17
39552   06/11/2011   246380   CODDA13
39553   06/23/2011   164855   CODDA13
39554   04/11/2010   207866   CODDA12
39555   10/02/2010   277296   CODDA12
39556   12/29/2010   236182   CODDA17
39557   09/11/2009   121682   CODDA15
39558   12/26/2009   164806   CODDA18
39559   04/28/2010   182036   CODDA19
39560   10/25/2009   224018   CODDA12
39561   08/09/2009   283603   CODDA18
39562   11/18/2009   145461   CODDA15
39563   04/16/2010   173835   CODDA18
39564   07/14/2009   257402   CODDA12
39565   07/29/2010   148922   CODDA16
39566   01/15/2011   189570   CODDA12
39567   10/13/2010   137193   CODDA14
39568   08/11/2010   270228   CODDA20
39569   01/07/2010   106423   CODDA14
39570   09/04/2010   260724   CODDA13
39571   12/02/2009   117935   CODDA14
39572   07/05/2010   178261   CODDA16
39573   12/13/2010   206807   CODDA20
39574   04/17/2011   168593   CODDA17
39575   06/20/2010   146261   CODDA15
39576   04/13/2010   268464   CODDA19
39577   03/14/2011   213147   CODDA17
39578   11/18/2009   195765   CODDA19
39579   02/20/2010   175438   CODDA20
39580   07/15/2011   288426   CODDA13
39581   06/04/2011   213146   CODDA17
39582   03/06/2011   174044   CODDA18
39583   07/05/2009   241249   CODDA17
39584   08/24/2010   204514   CODDA13
39585   05/01/2010   257106   CODDA13
39586   01/29/2011   213597   CODDA18
39587   12/05/2010   109449   CODDA18
39588   06/19/2010   244027   CODDA18
39589   02/09/2010   266585   CODDA15
39590   05/05/2010   197320   CODDA13
39591   07/01/2010   252981   CODDA11
39592   09/11/2009   229541   CODDA18
39593   02/10/2011   255530   CODDA15
39594   10/08/2010   155932   CODDA18
39595   03/28/2011   185807   CODDA13
39596   05/30/2011   296331   CODDA15
39597   03/27/2011   118811   CODDA20
39598   10/19/2009   153801   CODDA19
39599   03/11/2010   266758   CODDA17
39600   10/22/2009   102856   CODDA14
39601   10/26/2009   136906   CODDA18
39602   06/21/2010   129911   CODDA19
39603   03/13/2010   162049   CODDA18
39604   06/25/2010   277221   CODDA20
39605   06/28/2010   241954   CODDA16
39606   07/10/2010   101294   CODDA11
39607   06/22/2010   162214   CODDA12
39608   01/01/2011   255522   CODDA17
39609   05/02/2010   266889   CODDA14
39610   07/04/2011   216037   CODDA15
39611   06/02/2011   150994   CODDA11
39612   09/02/2010   266856   CODDA11
39613   10/11/2010   247951   CODDA17
39614   08/04/2009   164089   CODDA13
39615   04/18/2010   250566   CODDA14
39616   03/24/2010   184495   CODDA12
39617   11/21/2010   113314   CODDA12
39618   07/01/2010   172570   CODDA20
39619   05/20/2011   151896   CODDA14
39620   01/19/2011   273540   CODDA15
39621   07/07/2011   255332   CODDA17
39622   07/20/2010   162111   CODDA15
39623   09/01/2009   138432   CODDA12
39624   07/16/2009   221497   CODDA14
39625   08/12/2009   282839   CODDA12
39626   01/09/2010   144436   CODDA15
39627   12/10/2009   279722   CODDA13
39628   01/23/2011   143440   CODDA17
39629   02/19/2011   147868   CODDA12
39630   11/02/2010   299517   CODDA18
39631   09/09/2009   279146   CODDA17
39632   07/07/2009   211215   CODDA13
39633   06/08/2010   145313   CODDA19
39634   11/26/2009   184479   CODDA13
39635   10/06/2009   181215   CODDA14
39636   06/29/2010   130700   CODDA14
39637   11/16/2009   190919   CODDA16
39638   05/31/2010   215272   CODDA16
39639   12/13/2009   266835   CODDA20
39640   02/28/2011   235505   CODDA16
39641   08/26/2010   283634   CODDA18
39642   02/07/2011   166578   CODDA20
39643   04/03/2011   110917   CODDA14
39644   10/04/2010   110553   CODDA16
39645   10/16/2010   199020   CODDA20
39646   01/07/2010   194921   CODDA12
39647   08/26/2009   272387   CODDA11
39648   12/30/2009   211789   CODDA19
39649   06/21/2011   213263   CODDA13
39650   11/26/2009   208655   CODDA18
39651   02/22/2011   263920   CODDA15
39652   08/20/2010   204026   CODDA14
39653   09/16/2009   230499   CODDA11
39654   09/18/2010   208170   CODDA15
39655   01/29/2010   148312   CODDA20
39656   02/17/2010   127146   CODDA13
39657   01/27/2011   114815   CODDA19
39658   09/15/2010   195993   CODDA19
39659   05/24/2011   254050   CODDA13
39660   02/27/2010   196326   CODDA19
39661   07/08/2011   186762   CODDA16
39662   04/05/2011   269216   CODDA13
39663   05/27/2010   157691   CODDA13
39664   08/11/2009   267869   CODDA16
39665   02/17/2011   121504   CODDA19
39666   08/09/2009   205603   CODDA20
39667   10/17/2010   169438   CODDA12
39668   11/21/2010   114353   CODDA18
39669   09/18/2009   210694   CODDA18
39670   11/27/2009   254930   CODDA18
39671   12/04/2010   157595   CODDA13
39672   09/26/2010   137597   CODDA18
39673   12/28/2010   226376   CODDA16
39674   07/31/2010   195685   CODDA15
39675   11/07/2010   218569   CODDA18
39676   07/27/2010   218217   CODDA14
39677   08/05/2009   271225   CODDA11
39678   10/17/2009   134364   CODDA20
39679   12/13/2009   199742   CODDA17
39680   04/15/2011   248372   CODDA15
39681   01/24/2010   200749   CODDA13
39682   11/26/2010   133178   CODDA15
39683   04/20/2010   209734   CODDA11
39684   09/18/2010   189502   CODDA19
39685   03/14/2010   107864   CODDA16
39686   04/17/2011   214707   CODDA16
39687   08/11/2010   224854   CODDA17
39688   10/04/2010   232201   CODDA14
39689   12/07/2010   103707   CODDA11
39690   08/04/2009   104240   CODDA18
39691   06/03/2010   194327   CODDA18
39692   12/22/2009   273748   CODDA12
39693   07/03/2011   254571   CODDA17
39694   01/14/2010   204967   CODDA15
39695   05/10/2011   155198   CODDA19
39696   10/31/2010   196368   CODDA14
39697   04/15/2011   264014   CODDA17
39698   08/31/2010   117896   CODDA15
39699   01/27/2011   184488   CODDA14
39700   08/09/2009   179242   CODDA13
39701   10/06/2009   170632   CODDA20
39702   01/27/2011   110632   CODDA15
39703   08/25/2009   127481   CODDA16
39704   10/03/2010   185184   CODDA18
39705   08/20/2009   254384   CODDA13
39706   09/24/2010   147014   CODDA19
39707   09/26/2009   234692   CODDA14
39708   01/29/2011   153588   CODDA16
39709   01/03/2010   207379   CODDA11
39710   04/10/2011   105555   CODDA19
39711   12/30/2010   112107   CODDA12
39712   01/07/2010   193828   CODDA15
39713   03/30/2010   138054   CODDA19
39714   03/06/2011   207132   CODDA14
39715   10/02/2009   189796   CODDA19
39716   06/11/2011   201309   CODDA17
39717   04/15/2010   255603   CODDA17
39718   10/08/2010   153387   CODDA14
39719   06/03/2011   140449   CODDA14
39720   11/20/2010   215424   CODDA12
39721   05/15/2011   294304   CODDA18
39722   01/06/2010   242879   CODDA17
39723   11/19/2010   283657   CODDA14
39724   10/16/2009   240593   CODDA18
39725   12/15/2010   253980   CODDA18
39726   11/16/2009   129801   CODDA14
39727   06/11/2010   118599   CODDA15
39728   04/04/2011   160195   CODDA15
39729   10/02/2009   225406   CODDA12
39730   11/11/2010   213915   CODDA18
39731   02/17/2011   238797   CODDA12
39732   08/01/2010   246218   CODDA15
39733   02/23/2010   242953   CODDA19
39734   04/20/2011   264829   CODDA19
