REGION,COUNTY,WUG Name,RIVER BASIN,P2020,P2030,P2040,P2050,P2060,P2070
G,LIMESTONE,GROESBECK,BRAZOS,4377,4419,4453,4490,4520,4547
G,LIMESTONE,MART,BRAZOS,5,8,10,12,14,16
G,LIMESTONE,MEXIA,BRAZOS,4992,5567,6034,6546,6963,7330
G,LIMESTONE,MEXIA,TRINITY,3645,4065,4406,4780,5084,5353
G,LIMESTONE,THORNTON,BRAZOS,529,532,534,536,538,540
G,LIMESTONE,TRI-COUNTY SUD,BRAZOS,1108,1132,1151,1172,1189,1204
G,MCLENNAN,BELLMEAD,BRAZOS,10457,11100,11668,12239,12808,13367
G,MCLENNAN,BEVERLY HILLS,BRAZOS,2142,2312,2462,2613,2764,2911
G,MCLENNAN,BRUCEVILLE-EDDY,BRAZOS,1580,1705,1816,1927,2038,2147
G,MCLENNAN,CHALK BLUFF WSC,BRAZOS,2646,2646,2646,2646,2646,2646
G,MCLENNAN,CORYELL CITY WATER SUPPLY DISTRICT,BRAZOS,763,915,1049,1184,1319,1451
G,MCLENNAN,COUNTY-OTHER,BRAZOS,27613,27582,27558,27531,27503,27478
G,MCLENNAN,CRAWFORD,BRAZOS,727,739,749,759,769,779
G,MCLENNAN,CROSS COUNTRY WSC,BRAZOS,2439,2474,2505,2536,2567,2598
G,MCLENNAN,ELM CREEK WSC,BRAZOS,1865,2135,2373,2613,2852,3087
G,MCLENNAN,GHOLSON,BRAZOS,1174,1305,1420,1536,1652,1765
G,MCLENNAN,GOLINDA,BRAZOS,194,250,299,349,398,446
G,MCLENNAN,HALLSBURG,BRAZOS,545,588,626,665,703,740
G,MCLENNAN,HEWITT,BRAZOS,15543,17848,19884,21932,23973,25976
G,MCLENNAN,LACY-LAKEVIEW,BRAZOS,7076,7755,8354,8957,9558,10148
G,MCLENNAN,LORENA,BRAZOS,1900,2142,2356,2571,2785,2995
G,MCLENNAN,MART,BRAZOS,2370,2558,2724,2891,3057,3221
G,MCLENNAN,MCGREGOR,BRAZOS,5198,5442,5657,5874,6090,6302
G,MCLENNAN,MOODY,BRAZOS,1472,1589,1692,1796,1899,2001
G,MCLENNAN,NORTH BOSQUE WSC,BRAZOS,2436,2998,3494,3993,4490,4978
G,MCLENNAN,RIESEL,BRAZOS,1035,1067,1096,1125,1154,1182
G,MCLENNAN,ROBINSON,BRAZOS,12665,15157,17358,19572,21779,23945
G,MCLENNAN,TRI-COUNTY SUD,BRAZOS,165,193,217,242,267,291
G,MCLENNAN,VALLEY MILLS,BRAZOS,22,32,41,50,59,68
G,MCLENNAN,WACO,BRAZOS,133769,144132,153286,162493,171668,180673
G,MCLENNAN,WEST,BRAZOS,2901,3009,3105,3201,3297,3391
G,MCLENNAN,WEST BRAZOS WSC,BRAZOS,1297,1400,1491,1583,1674,1763
G,MCLENNAN,WESTERN HILLS WS,BRAZOS,3142,3348,3530,3713,3896,4075
G,MCLENNAN,WOODWAY,BRAZOS,9075,9795,10431,11070,11708,12333
G,MILAM,BELL-MILAM FALLS WSC,BRAZOS,1707,1808,1880,1971,2049,2122
G,MILAM,BUCKHOLTS,BRAZOS,546,579,602,631,656,679
G,MILAM,CAMERON,BRAZOS,5884,6233,6481,6796,7065,7318
G,MILAM,COUNTY-OTHER,BRAZOS,2438,2584,2685,2817,2929,3034
G,MILAM,MILANO WSC,BRAZOS,1938,2053,2134,2238,2326,2410
G,MILAM,ROCKDALE,BRAZOS,5929,6282,6531,6848,7120,7375
G,MILAM,SOUTHWEST MILAM WSC,BRAZOS,6378,6756,7025,7366,7658,7932
G,MILAM,THORNDALE,BRAZOS,1414,1498,1558,1633,1698,1759
G,NOLAN,BITTER CREEK WSC,BRAZOS,1220,1288,1335,1385,1426,1461
G,NOLAN,COUNTY-OTHER,BRAZOS,1112,1174,1216,1263,1301,1332
G,NOLAN,COUNTY-OTHER,COLORADO,836,883,915,949,977,1001
G,NOLAN,ROSCOE,BRAZOS,1402,1481,1535,1593,1639,1679
G,NOLAN,SWEETWATER,BRAZOS,11564,12213,12656,13135,13520,13852
G,PALO PINTO,COUNTY-OTHER,BRAZOS,11432,12270,12834,13357,13756,14071
G,PALO PINTO,GRAFORD,BRAZOS,635,681,713,742,764,781
G,PALO PINTO,MINERAL WELLS,BRAZOS,15907,17072,17858,18585,19139,19577
G,PALO PINTO,POSSUM KINGDOM WSC,BRAZOS,1812,1945,2035,2117,2180,2230
G,PALO PINTO,STEPHENS REGIONAL SUD,BRAZOS,39,41,43,45,46,47
G,PALO PINTO,STRAWN,BRAZOS,710,762,797,829,854,873
G,ROBERTSON,BREMOND,BRAZOS,1027,1127,1219,1315,1407,1497
G,ROBERTSON,CALVERT,BRAZOS,1192,1192,1192,1192,1192,1192
G,ROBERTSON,COUNTY-OTHER,BRAZOS,3890,4741,5491,6228,6892,7487
G,ROBERTSON,FRANKLIN,BRAZOS,1728,1896,2052,2214,2369,2519
G,ROBERTSON,HEARNE,BRAZOS,4459,4459,4459,4459,4459,4459
G,ROBERTSON,ROBERTSON COUNTY WSC,BRAZOS,3049,3346,3620,3907,4181,4446
G,ROBERTSON,TRI-COUNTY SUD,BRAZOS,934,1025,1109,1196,1280,1361
G,ROBERTSON,WELLBORN SUD,BRAZOS,1804,2067,2340,2673,3031,3425
G,ROBERTSON,WICKSON CREEK SUD,BRAZOS,275,297,319,341,363,385
G,SHACKELFORD,ALBANY,BRAZOS,2302,2463,2450,2465,2466,2466
G,SHACKELFORD,COUNTY-OTHER,BRAZOS,1242,1189,1193,1188,1187,1187
G,SHACKELFORD,STEPHENS REGIONAL SUD,BRAZOS,14,14,14,14,14,14
G,SOMERVELL,COUNTY-OTHER,BRAZOS,6752,7544,8114,8554,8929,9227
G,SOMERVELL,GLEN ROSE,BRAZOS,2730,3050,3281,3459,3610,3731
G,STEPHENS,BRECKENRIDGE,BRAZOS,5959,6178,6276,6340,6387,6419
G,STEPHENS,COUNTY-OTHER,BRAZOS,1447,1501,1523,1540,1552,1558
G,STEPHENS,FORT BELKNAPP WSC,BRAZOS,50,52,53,53,54,54
G,STEPHENS,POSSUM KINGDOM WSC,BRAZOS,76,79,80,81,81,82
G,STEPHENS,STEPHENS REGIONAL SUD,BRAZOS,2395,2483,2523,2549,2567,2580
G,STONEWALL,ASPERMONT,BRAZOS,926,928,928,928,928,928
G,STONEWALL,COUNTY-OTHER,BRAZOS,575,576,576,576,576,576
G,TAYLOR,ABILENE,BRAZOS,119722,125260,129837,133464,136172,138230
G,TAYLOR,COLEMAN COUNTY SUD,COLORADO,102,107,111,114,116,118
G,TAYLOR,COUNTY-OTHER,BRAZOS,4930,5159,5348,5496,5608,5695
G,TAYLOR,COUNTY-OTHER,COLORADO,784,820,849,873,892,904
G,TAYLOR,HAWLEY WSC,BRAZOS,518,542,562,578,589,598
G,TAYLOR,MERKEL,BRAZOS,2771,2899,3005,3089,3152,3199
G,TAYLOR,POTOSI WSC,BRAZOS,4927,5154,5343,5492,5603,5688
G,TAYLOR,STEAMBOAT MOUNTAIN WSC,BRAZOS,3825,4002,4148,4264,4350,4416
G,TAYLOR,STEAMBOAT MOUNTAIN WSC,COLORADO,973,1018,1056,1085,1107,1124
G,TAYLOR,TUSCOLA,BRAZOS,484,507,525,540,551,559
G,TAYLOR,TUSCOLA,COLORADO,310,324,336,345,352,358
G,TAYLOR,TYE,BRAZOS,1329,1391,1441,1482,1512,1534
G,THROCKMORTON,COUNTY-OTHER,BRAZOS,496,496,496,496,496,496
G,THROCKMORTON,FORT BELKNAPP WSC,BRAZOS,180,180,180,180,180,180
G,THROCKMORTON,STEPHENS REGIONAL SUD,BRAZOS,139,139,139,139,139,139
G,THROCKMORTON,THROCKMORTON,BRAZOS,831,831,831,831,831,831
G,WASHINGTON,BRENHAM,BRAZOS,17355,18886,19929,20966,21772,22430
G,WASHINGTON,COUNTY-OTHER,BRAZOS,18795,19578,20111,20641,21054,21390
G,WASHINGTON,COUNTY-OTHER,COLORADO,49,52,55,57,58,60
G,WILLIAMSON,BARTLETT,BRAZOS,1027,1097,1184,1278,1384,1494
G,WILLIAMSON,BELL-MILAM FALLS WSC,BRAZOS,327,411,515,628,755,887
G,WILLIAMSON,BLOCK HOUSE MUD,BRAZOS,8326,9918,11900,14035,16456,18959
G,WILLIAMSON,BRUSHY CREEK MUD,BRAZOS,17636,19198,19198,19198,19198,19198
G,WILLIAMSON,CEDAR PARK,BRAZOS,81639,85666,89688,89688,89688,89688
G,WILLIAMSON,CHISHOLM TRAIL SUD,BRAZOS,23739,29821,37396,45554,54804,64369
G,WILLIAMSON,COUNTY-OTHER,BRAZOS,38686,51999,60899,51580,73494,93019
G,WILLIAMSON,COUNTY-OTHER,COLORADO,17988,22597,28336,34518,41527,48775
G,WILLIAMSON,FERN BLUFF MUD,BRAZOS,5932,5932,5932,5932,5932,5932
G,WILLIAMSON,FLORENCE,BRAZOS,1238,1313,1407,1508,1623,1742
G,WILLIAMSON,GEORGETOWN,BRAZOS,72507,91085,114220,139136,167390,196604
G,WILLIAMSON,GRANGER,BRAZOS,1568,1678,1816,1964,2132,2306
G,WILLIAMSON,HUTTO,BRAZOS,31492,43919,59394,76060,94959,114500
G,WILLIAMSON,JARRELL,BRAZOS,1446,1787,2212,2670,3189,3726
G,WILLIAMSON,JARRELL-SCHWERTNER WSC,BRAZOS,3389,4258,5339,6504,7825,9191
G,WILLIAMSON,JONAH WATER SUD,BRAZOS,12985,16312,20456,24918,29978,35210
G,WILLIAMSON,LEANDER,BRAZOS,41071,69551,115635,188502,238648,293630
G,WILLIAMSON,LIBERTY HILL,BRAZOS,1479,1858,2330,2838,3414,4010
G,WILLIAMSON,MANVILLE WSC,BRAZOS,9320,11708,14682,17885,21517,25272
G,WILLIAMSON,PFLUGERVILLE,BRAZOS,458,576,722,880,1059,1244
G,WILLIAMSON,ROUND ROCK,BRAZOS,150712,189329,237417,289207,347936,408660
G,WILLIAMSON,SOUTHWEST MILAM WSC,BRAZOS,1850,2325,2915,3551,4273,5018
G,WILLIAMSON,TAYLOR,BRAZOS,17209,18702,20561,22563,24834,27182
G,WILLIAMSON,THORNDALE,BRAZOS,3,3,4,5,7,8
G,WILLIAMSON,THRALL,BRAZOS,1000,1119,1267,1426,1607,1794
G,WILLIAMSON,WILLIAMSON COUNTY MUD #10,BRAZOS,4660,5855,7342,8944,10760,12638
G,WILLIAMSON,WILLIAMSON COUNTY MUD #11,BRAZOS,2863,3597,4510,5495,6610,7764
G,WILLIAMSON,WILLIAMSON COUNTY MUD #9,BRAZOS,4143,5205,6527,7951,9566,11236
G,WILLIAMSON,WILLIAMSON-TRAVIS COUNTY MUD #1,BRAZOS,7062,8872,11125,13552,16304,19150
G,YOUNG,COUNTY-OTHER,BRAZOS,1458,1536,1596,1656,1715,1773
G,YOUNG,COUNTY-OTHER,TRINITY,299,316,327,340,352,363
G,YOUNG,FORT BELKNAPP WSC,BRAZOS,3665,3868,4012,4165,4314,4458
G,YOUNG,FORT BELKNAPP WSC,TRINITY,119,125,130,135,140,145
G,YOUNG,GRAHAM,BRAZOS,9281,9792,10159,10546,10924,11289
G,YOUNG,NEWCASTLE,BRAZOS,610,644,668,693,718,742
H,AUSTIN,BELLVILLE,BRAZOS,4386,4716,5070,5485,5940,6445
H,AUSTIN,COUNTY-OTHER,BRAZOS,15670,18759,22075,25962,30227,34963
H,AUSTIN,COUNTY-OTHER,BRAZOS-COLORADO,3684,4394,5156,6048,7028,8115
H,AUSTIN,COUNTY-OTHER,COLORADO,323,374,429,494,565,643
H,AUSTIN,SAN FELIPE,BRAZOS,868,1006,1154,1328,1518,1729
H,AUSTIN,SEALY,BRAZOS,6740,7577,8475,9527,10682,11963
H,AUSTIN,SEALY,BRAZOS-COLORADO,14,15,17,19,21,24
H,AUSTIN,WALLIS,BRAZOS-COLORADO,1329,1416,1510,1620,1740,1874
H,BRAZORIA,ALVIN,SAN JACINTO-BRAZOS,26830,28832,31157,34065,37803,42709
H,BRAZORIA,ANGLETON,SAN JACINTO-BRAZOS,19064,19208,19342,19482,19629,19785
H,BRAZORIA,BAILEY'S PRAIRIE,BRAZOS,217,228,237,247,256,265
H,BRAZORIA,BAILEY'S PRAIRIE,SAN JACINTO-BRAZOS,531,558,567,577,586,596
H,BRAZORIA,BRAZORIA,BRAZOS,677,682,686,691,696,701
H,BRAZORIA,BRAZORIA,BRAZOS-COLORADO,2444,2530,2599,2656,2704,2747
H,BRAZORIA,BRAZORIA COUNTY MUD #2,SAN JACINTO-BRAZOS,5348,5348,5351,5355,5359,5363
H,BRAZORIA,BRAZORIA COUNTY MUD #21,SAN JACINTO-BRAZOS,3707,3867,4168,4469,4770,4968
H,BRAZORIA,BRAZORIA COUNTY MUD #3,SAN JACINTO-BRAZOS,3653,3659,3717,3775,3833,3911
H,BRAZORIA,BRAZORIA COUNTY MUD #6,SAN JACINTO-BRAZOS,3158,3158,3169,3180,3192,3207
H,BRAZORIA,BROOKSIDE VILLAGE,SAN JACINTO-BRAZOS,1691,1849,2373,3006,3769,4689
H,BRAZORIA,CLUTE,SAN JACINTO-BRAZOS,11440,11830,12255,12706,13189,13705
H,BRAZORIA,COUNTY-OTHER,BRAZOS,6189,7213,8741,10262,11820,13460
H,BRAZORIA,COUNTY-OTHER,BRAZOS-COLORADO,22659,27824,32579,37153,41725,46445
H,BRAZORIA,COUNTY-OTHER,SAN JACINTO-BRAZOS,81146,107477,132599,158981,188020,219527
H,BRAZORIA,DANBURY,SAN JACINTO-BRAZOS,1722,1722,1722,1723,1723,1724
H,BRAZORIA,FREEPORT,BRAZOS,1297,1480,1659,1836,2001,2137
H,BRAZORIA,FREEPORT,BRAZOS-COLORADO,6,9,12,14,16,17
H,BRAZORIA,FREEPORT,SAN JACINTO-BRAZOS,11560,12156,12685,13169,13644,14145
H,BRAZORIA,HILLCREST,SAN JACINTO-BRAZOS,730,731,733,734,736,737
H,BRAZORIA,HOLIDAY LAKES,SAN JACINTO-BRAZOS,1109,1110,1112,1115,1117,1119
H,BRAZORIA,IOWA COLONY,SAN JACINTO-BRAZOS,2312,2635,3115,3546,3941,4187
H,BRAZORIA,JONES CREEK,BRAZOS-COLORADO,2042,2068,2088,2102,2113,2121
H,BRAZORIA,LAKE JACKSON,BRAZOS,181,221,297,383,479,588
H,BRAZORIA,LAKE JACKSON,SAN JACINTO-BRAZOS,27127,27875,28636,29460,30354,31326
H,BRAZORIA,MANVEL,SAN JACINTO-BRAZOS,11619,18954,25612,33127,41930,52829
H,BRAZORIA,OYSTER CREEK,SAN JACINTO-BRAZOS,1131,1154,1182,1217,1259,1310
H,BRAZORIA,PEARLAND,SAN JACINTO-BRAZOS,97542,104025,112321,121290,131111,140420
H,BRAZORIA,RICHWOOD,SAN JACINTO-BRAZOS,3647,3797,3948,4109,4282,4467
H,BRAZORIA,SWEENY,BRAZOS-COLORADO,3704,3716,3731,3747,3765,3785
H,BRAZORIA,VARNER CREEK UD,BRAZOS,1529,1532,1534,1536,1537,1539
H,BRAZORIA,WEST COLUMBIA,BRAZOS,3321,3329,3340,3353,3367,3383
H,BRAZORIA,WEST COLUMBIA,BRAZOS-COLORADO,602,610,619,630,642,656
H,CHAMBERS,ANAHUAC,NECHES-TRINITY,1840,1865,1891,1919,1949,1980
H,CHAMBERS,ANAHUAC,TRINITY,429,435,441,447,454,462
H,CHAMBERS,BAYTOWN,TRINITY-SAN JACINTO,4866,5756,6676,7667,8726,9839
H,CHAMBERS,BEACH CITY,TRINITY,284,339,396,458,524,593
H,CHAMBERS,BEACH CITY,TRINITY-SAN JACINTO,2346,2803,3275,3783,4326,4897
H,CHAMBERS,COUNTY-OTHER,NECHES-TRINITY,298,699,1112,1557,2033,2534
H,CHAMBERS,COUNTY-OTHER,TRINITY,7693,8954,10256,11657,13156,14730
H,CHAMBERS,COUNTY-OTHER,TRINITY-SAN JACINTO,4513,5403,6326,7319,8381,9495
H,CHAMBERS,COVE,TRINITY,656,829,1008,1201,1407,1624
H,CHAMBERS,MONT BELVIEU,TRINITY,3855,4929,6040,7237,8517,9860
H,CHAMBERS,MONT BELVIEU,TRINITY-SAN JACINTO,1158,1481,1815,2174,2558,2962
H,CHAMBERS,OLD RIVER-WINFREE,TRINITY,1327,1590,1863,2157,2470,2800
H,CHAMBERS,TRINITY BAY CONSERVATION DISTRICT,NECHES-TRINITY,10227,12260,14362,16625,19046,21588
H,CHAMBERS,TRINITY BAY CONSERVATION DISTRICT,TRINITY,2670,3200,3749,4340,4972,5635
H,FORT BEND,ARCOLA,SAN JACINTO-BRAZOS,1874,2848,3748,4605,5302,5999
H,FORT BEND,BEASLEY,BRAZOS,49,72,113,171,250,357
H,FORT BEND,BEASLEY,BRAZOS-COLORADO,617,655,734,842,990,1194
H,FORT BEND,COUNTY-OTHER,BRAZOS,119460,181679,185585,220787,277825,351619
H,FORT BEND,COUNTY-OTHER,BRAZOS-COLORADO,10685,17788,30317,48632,75429,114670
H,FORT BEND,COUNTY-OTHER,SAN JACINTO,942,1176,1384,1495,1557,1615
H,FORT BEND,COUNTY-OTHER,SAN JACINTO-BRAZOS,53219,35196,52709,69654,85422,100570
H,FORT BEND,FAIRCHILDS,BRAZOS,783,915,1026,1186,1422,1778
H,FORT BEND,FORT BEND COUNTY MUD #116,BRAZOS,2505,2843,3340,3729,4118,4506
H,FORT BEND,FORT BEND COUNTY MUD #121,BRAZOS,3188,3461,4094,4741,5389,6037
H,FORT BEND,FORT BEND COUNTY MUD #129,BRAZOS,2680,3848,4933,5838,6471,6475
H,FORT BEND,FORT BEND COUNTY MUD #23,SAN JACINTO-BRAZOS,11693,12464,12884,13305,13725,14145
H,FORT BEND,FORT BEND COUNTY MUD #25,BRAZOS,1180,1186,1190,1194,1199,1203
H,FORT BEND,FORT BEND COUNTY MUD #25,SAN JACINTO-BRAZOS,8232,8316,8459,8628,8801,8978
H,FORT BEND,FULSHEAR,BRAZOS,813,1513,2014,2450,2838,3191
H,FORT BEND,FULSHEAR,SAN JACINTO-BRAZOS,11293,12242,12918,13475,13946,14352
H,FORT BEND,GREATWOOD,BRAZOS,12140,12601,12669,12736,12803,12870
H,FORT BEND,HOUSTON,SAN JACINTO,25294,27280,28259,29151,29866,30305
H,FORT BEND,HOUSTON,SAN JACINTO-BRAZOS,16295,16804,17836,18725,19463,20127
H,FORT BEND,KATY,SAN JACINTO,6908,16048,16136,16205,16259,16302
H,FORT BEND,MEADOWS PLACE,SAN JACINTO,4288,4380,4475,4571,4668,4768
H,FORT BEND,MEADOWS PLACE,SAN JACINTO-BRAZOS,381,381,381,382,384,385
H,FORT BEND,MISSOURI CITY,BRAZOS,7198,9893,12538,14701,16076,16740
H,FORT BEND,MISSOURI CITY,SAN JACINTO,10014,11747,13444,14174,14632,15298
H,FORT BEND,MISSOURI CITY,SAN JACINTO-BRAZOS,58637,71707,84738,97048,104776,109256
H,FORT BEND,NEEDVILLE,BRAZOS,1285,1297,1314,1340,1379,1437
H,FORT BEND,NEEDVILLE,BRAZOS-COLORADO,1551,1577,1608,1655,1725,1830
H,FORT BEND,NORTH FORT BEND WATER AUTHORITY,BRAZOS,10233,16610,79520,112328,125240,127302
H,FORT BEND,NORTH FORT BEND WATER AUTHORITY,SAN JACINTO,148140,176426,180480,182392,184084,186051
H,FORT BEND,NORTH FORT BEND WATER AUTHORITY,SAN JACINTO-BRAZOS,120824,193777,211003,225108,236529,245782
H,FORT BEND,PEARLAND,SAN JACINTO-BRAZOS,3495,3766,4691,5615,6543,7621
H,FORT BEND,PECAN GROVE MUD #1,BRAZOS,11421,11446,11491,11530,11563,11593
H,FORT BEND,PECAN GROVE MUD #1,SAN JACINTO-BRAZOS,89,89,90,90,90,90
H,FORT BEND,PLANTATION MUD,BRAZOS,3948,3948,3948,3948,3948,3948
H,FORT BEND,PLEAK,BRAZOS,1350,1580,1691,1797,1907,2034
H,FORT BEND,RICHMOND,BRAZOS,12400,12890,13510,14375,15236,16093
H,FORT BEND,ROSENBERG,BRAZOS,40381,42520,44831,47204,49946,53226
H,FORT BEND,ROSENBERG,BRAZOS-COLORADO,3,40,97,174,281,428
H,FORT BEND,SIENNA PLANTATION,BRAZOS,4966,6376,7822,9268,10714,12318
H,FORT BEND,SIENNA PLANTATION,SAN JACINTO-BRAZOS,13481,17217,24291,31365,38440,44698
H,FORT BEND,SIMONTON,BRAZOS,884,1047,1369,1623,1826,1992
H,FORT BEND,STAFFORD,SAN JACINTO,5207,5467,5759,6097,6487,6939
H,FORT BEND,STAFFORD,SAN JACINTO-BRAZOS,12554,12774,13086,13421,13784,14176
H,FORT BEND,SUGAR LAND,BRAZOS,57295,61865,67971,74302,79824,83448
H,FORT BEND,SUGAR LAND,SAN JACINTO,4199,4201,4202,4204,4205,4207
H,FORT BEND,SUGAR LAND,SAN JACINTO-BRAZOS,44016,48842,49999,50769,51195,51657
H,FORT BEND,WESTON LAKES,BRAZOS,2621,2791,3019,3247,3475,3704
H,FORT BEND,WHCRWA,SAN JACINTO,11255,11534,11591,11656,11750,11850
H,GALVESTON,BACLIFF MUD,SAN JACINTO-BRAZOS,7310,7416,7524,7633,7742,7850
H,GALVESTON,BAYOU VISTA,SAN JACINTO-BRAZOS,1538,1541,1544,1546,1548,1549
H,GALVESTON,BOLIVAR PENINSULA SUD,NECHES-TRINITY,2943,3480,4118,4875,5771,6835
H,GALVESTON,CLEAR LAKE SHORES,SAN JACINTO-BRAZOS,1525,1579,1579,1579,1579,1579
H,GALVESTON,COUNTY-OTHER,NECHES-TRINITY,38,50,66,86,110,138
H,GALVESTON,COUNTY-OTHER,SAN JACINTO-BRAZOS,20564,22922,24825,26610,28325,29968
H,GALVESTON,DICKINSON,SAN JACINTO-BRAZOS,19103,20048,21121,22176,23223,24269
H,GALVESTON,FRIENDSWOOD,SAN JACINTO-BRAZOS,27724,29656,31856,34254,36885,39790
H,GALVESTON,GALVESTON,SAN JACINTO-BRAZOS,51260,54643,57846,60955,63941,67085
H,GALVESTON,HITCHCOCK,SAN JACINTO-BRAZOS,8604,10217,11248,12053,12692,13205
H,GALVESTON,JAMAICA BEACH,SAN JACINTO-BRAZOS,989,998,1007,1017,1030,1044
H,GALVESTON,KEMAH,SAN JACINTO-BRAZOS,4685,6166,6392,6572,6719,6842
H,GALVESTON,LA MARQUE,SAN JACINTO-BRAZOS,20111,21970,22429,22810,23133,23414
H,GALVESTON,LEAGUE CITY,SAN JACINTO-BRAZOS,106764,120273,130742,139323,144257,147634
H,GALVESTON,SAN LEON MUD,SAN JACINTO-BRAZOS,5547,6066,6466,6866,7266,7667
H,GALVESTON,SANTA FE,SAN JACINTO-BRAZOS,12524,12895,13356,13825,14300,14783
H,GALVESTON,TEXAS CITY,SAN JACINTO-BRAZOS,51369,56474,60714,64373,67607,70539
H,GALVESTON,TIKI ISLAND,SAN JACINTO-BRAZOS,972,979,987,994,998,1002
H,HARRIS,BAYTOWN,SAN JACINTO,3131,3181,3246,3313,3380,3447
H,HARRIS,BAYTOWN,TRINITY-SAN JACINTO,67692,68729,69892,71071,72267,73479
H,HARRIS,BELLAIRE,SAN JACINTO,17135,18622,20250,22020,23952,26059
H,HARRIS,BLUE BELL MANOR UTILITY COMPANY,SAN JACINTO,2879,2982,3152,3336,3525,3689
H,HARRIS,BUNKER HILL VILLAGE,SAN JACINTO,3803,4105,4431,4784,5164,5575
H,HARRIS,CENTRAL HARRIS COUNTY REGIONAL WATER AUTHORITY,SAN JACINTO,50418,55097,58372,61420,64232,67191
H,HARRIS,CHIMNEY HILL MUD,SAN JACINTO,5504,5589,5665,5750,5843,5946
H,HARRIS,CLEAR BROOK CITY MUD,SAN JACINTO-BRAZOS,17670,18631,20075,21345,22532,23648
H,HARRIS,COUNTY-OTHER,SAN JACINTO,203802,242564,256997,263780,291987,318695
H,HARRIS,COUNTY-OTHER,SAN JACINTO-BRAZOS,14178,17176,19454,21465,23564,25669
H,HARRIS,COUNTY-OTHER,TRINITY-SAN JACINTO,27964,31698,35517,38994,42081,45121
H,HARRIS,CROSBY MUD,SAN JACINTO,2603,2768,2823,2877,2932,2988
H,HARRIS,DEER PARK,SAN JACINTO,10775,11128,11302,11480,11662,11849
H,HARRIS,DEER PARK,SAN JACINTO-BRAZOS,23480,24846,26180,27373,28469,29506
H,HARRIS,EL DORADO UD,SAN JACINTO,2807,2930,3057,3184,3233,3233
H,HARRIS,EL LAGO,SAN JACINTO-BRAZOS,2733,2750,2762,2773,2785,2797
H,HARRIS,FOUNTAINVIEW SUBDIVISION,SAN JACINTO,1929,1941,1953,1966,1980,1995
H,HARRIS,FRIENDSWOOD,SAN JACINTO-BRAZOS,11925,14393,16073,17783,19431,21257
H,HARRIS,GALENA PARK,SAN JACINTO,10887,11092,11303,11520,11742,11969
H,HARRIS,GREEN TRAILS MUD,SAN JACINTO,1820,1828,1846,1860,1870,1877
H,HARRIS,GREENWOOD UD,SAN JACINTO,4741,5452,5518,5586,5654,5725
H,HARRIS,HARRIS COUNTY MUD #106,SAN JACINTO,4655,4725,4912,5046,5145,5219
H,HARRIS,HARRIS COUNTY MUD #11,SAN JACINTO,3203,3293,3411,3537,3673,3819
H,HARRIS,HARRIS COUNTY MUD #119 ,SAN JACINTO,5927,6119,6346,6590,6758,6908
H,HARRIS,HARRIS COUNTY MUD #132,SAN JACINTO,5006,5079,5122,5154,5177,5195
H,HARRIS,HARRIS COUNTY MUD #148 - KINGSLAKE,SAN JACINTO,3615,3809,3842,3877,3913,3950
H,HARRIS,HARRIS COUNTY MUD #151,SAN JACINTO,5990,6051,6101,6138,6165,6185
H,HARRIS,HARRIS COUNTY MUD #152,SAN JACINTO,8154,8360,8658,8890,9063,9191
H,HARRIS,HARRIS COUNTY MUD #153,SAN JACINTO,7027,7031,7053,7069,7081,7090
H,HARRIS,HARRIS COUNTY MUD #154,SAN JACINTO,5851,5917,6072,6238,6416,6607
H,HARRIS,HARRIS COUNTY MUD #158,SAN JACINTO,4992,4992,4992,4992,4992,4992
H,HARRIS,HARRIS COUNTY MUD #180,SAN JACINTO,5788,6279,6651,6715,6715,6715
H,HARRIS,HARRIS COUNTY MUD #189,SAN JACINTO,3982,4224,4383,4552,4729,4916
H,HARRIS,HARRIS COUNTY MUD #221,SAN JACINTO,4043,4398,4563,4720,4873,5025
H,HARRIS,HARRIS COUNTY MUD #278,SAN JACINTO,9718,12958,12958,12958,12958,12958
H,HARRIS,HARRIS COUNTY MUD #290,SAN JACINTO,4944,5166,5403,5579,5709,5806
H,HARRIS,HARRIS COUNTY MUD #345,SAN JACINTO,3476,3504,3535,3559,3576,3589
H,HARRIS,HARRIS COUNTY MUD #400 - WEST,SAN JACINTO,4817,5183,5476,5729,5868,5931
H,HARRIS,HARRIS COUNTY MUD #46,SAN JACINTO,4017,4025,4028,4030,4031,4032
H,HARRIS,HARRIS COUNTY MUD #49,SAN JACINTO,4676,4866,5008,5118,5205,5275
H,HARRIS,HARRIS COUNTY MUD #5,SAN JACINTO,6280,6599,7023,7477,7965,8489
H,HARRIS,HARRIS COUNTY MUD #50,SAN JACINTO,2177,2199,2245,2277,2284,2292
H,HARRIS,HARRIS COUNTY MUD #55,SAN JACINTO-BRAZOS,14071,14923,15664,16582,18055,19802
H,HARRIS,HARRIS COUNTY MUD #8,SAN JACINTO,4595,4596,4597,4598,4598,4600
H,HARRIS,HARRIS COUNTY MUD #96,SAN JACINTO,6782,7032,7495,8043,8568,8957
H,HARRIS,HARRIS COUNTY UD #14,SAN JACINTO,3025,3311,3603,3944,4364,5005
H,HARRIS,HARRIS COUNTY UD #15,SAN JACINTO,3603,3926,4364,4797,5258,5612
H,HARRIS,HARRIS COUNTY WCID #1,SAN JACINTO,5696,5884,6120,6356,6593,6829
